label,tweet,clean_text
fear,"Tetapi rasa takut itu kalah melawan rasa penasarannya. Nada perlahan menunduk dengan menyalakan senter hp yang ia pegang, dan mengarahkan ke bawah kolong kasur yang sangat gelap. Bismillah.. semoga tidak ada apa-apa disana.",rasa takut kalah melawan rasa penasarannya nada perlahan menunduk menyalakan senter hp pegang mengarahkan bawah kolong kasur sangat gelap bismillah semoga tidak apa apa disana
love,"mama  adalah sumber kasih sayang, mengasuh dan memberi tanpa batas. Mamahlah yang selalu berjaga dan terjaga dikala malam hari. yang  selalu menemani, mengajarkan berjuang",mama sumber kasih sayang mengasuh memberi batas mamahlah selalu berjaga terjaga dikala malam hari selalu menemani mengajarkan berjuang
anger,"[USERNAME] Kepada Yang Terhormat [USERNAME] [USERNAME] mohon untuk di kroscek pemesanan saya, nomor pemesanan. [SENSITIVE-NO], karena  sudah 3 hari status masih di merchant. #MohonDiTindakLanjut !!!",username terhormat username username mohon kroscek pemesanan nomor pemesanan sensitive no hari status merchant mohonditindaklanjut
sad,"[USERNAME] Jadi dia itu terlahir dengan wajah yang agak kurang enak dilihat begitu  loh, susah jelasinnya. :( Terus dia kalau  ke sekolah suka pakai  helm, karena diledekin sama seantero sekolah. Tapi keluarganya tuh sayang sekali  sama dia. Pokoknya mengharukan.",username jadi terlahir wajah kurang enak dilihat susah jelasinnya terus kalau sekolah suka pakai helm diledekin sama seantero sekolah keluarganya tuh sayang sekali sama pokoknya mengharukan
anger,"sebenarnya faedah Ondel2 itu apa ya ? datang  hanya cari  sumbangan... ngibur orang juga tidak  Ya... benar  juga, sering saya lihat  pakai  tatapan kosong. Sebenarnya faedah ondel2 keliling buat apa ? hanya sekedar bang... misi numpang lewat Udah, begitu  aja?",sebenarnya faedah ondel apa datang cari sumbangan ngibur orang tidak benar sering lihat pakai tatapan kosong sebenarnya faedah ondel keliling buat apa sekedar bang misi numpang lewat
fear,[USERNAME] [USERNAME] [USERNAME] Iya.. berbagai macam cara saja  dilakuin. sudah nekat masuk tol. Padahal membahayakan diri sendiri dan orang lain yah. tidak kebayang kalau  nanti  ada yang  nekat masuk tol yang  mayoritas kendaraan besar. Ngeri sendiri bayanginnya,username username username iya berbagai macam cara dilakuin nekat masuk tol padahal membahayakan diri sendiri orang yah tidak kebayang kalau nekat masuk tol mayoritas kendaraan besar ngeri sendiri bayanginnya
fear,"Lagi hamil dan ikut tantangan in my feelings, gerakan Cherly Juno bikin ngeri! Dengan perutnya yang sudah membesar, begini goyangan Cherly.. [URL]",hamil ikut tantangan in my feelings gerakan cherly juno bikin ngeri perutnya membesar begini goyangan cherly url
fear,Ngeri banget! Gelombang dengan ketinggian hingga mencapai 7 meter menghantam wilayah pesisir pantai selatan Pulau Jawa.,ngeri gelombang ketinggian hingga mencapai meter menghantam wilayah pesisir pantai selatan pulau jawa
fear,"Ombak pantai parangtritis jogja..ngeri, ombak pantai pangandaran...ngeri, ombak pantai rancabuaya..ngeri juga. ada apa akhir akhir ini semua pantai ? Apa kabar nanti agustus",ombak pantai parangtritis jogja ngeri ombak pantai pangandaran ngeri ombak pantai rancabuaya ngeri apa akhir akhir semua pantai apa kabar agustus
anger,"[USERNAME] [USERNAME] [USERNAME] Dan lebihnya speak up itu dikatain lebay, cari sensasi dan sebagainya Mereka tidak mikir, kalau  mau speak up itu butuh keberanian, karena  sebenarnya  pelecehan itu aib tapi kalau  tidak speak up itu orang juga tidak bakal jera, tidak merasa  mal",username username username lebihnya speak up dikatain lebay cari sensasi sebagainya tidak mikir kalau mau speak up butuh keberanian sebenarnya pelecehan aib kalau tidak speak up orang tidak bakal jera tidak merasa mal
joy,[USERNAME] Jadilah orang yang yakin karena  keyakinan pasti mengguncangkan pola pikir yang ragu dengan banyak pertanyaan dalam pola pikir dan jiwanya. Bacalah!!!! Dengan Nama Tuhan yang menciptakanMu [URL],username jadilah orang yakin keyakinan mengguncangkan pola pikir ragu banyak pertanyaan pola pikir jiwanya bacalah nama tuhan menciptakanmu url
anger,"[USERNAME] Namanya juga kerja a -_- harus profesional, kalau  tidak profesional mau makan apa neng? Cinta? tidak kenyang neng lebih suka makan daging apalagi yang  bakarnya aa!",username namanya kerja a profesional kalau tidak profesional mau makan apa neng cinta tidak kenyang neng lebih suka makan daging bakarnya aa
fear,"demi apapun baru saja  ngalamin kejadian ini, pas saya balik ujian. siang2, lagi macet, tiba2 ada orang gila ini teriak2 disamping saya jelas sangat  omongannya kaya cerita dibawah ini. spot jantung gue, takut sangat  sumpah",apapun baru ngalamin kejadian pas balik ujian siang macet tiba orang gila teriak disamping jelas sangat omongannya kaya cerita dibawah spot jantung gue takut sangat sumpah
anger,"Apa baru nyadar warga Aceh ??? Biasanya kalau  sudah kena pada  dirisendiri & salah satu pejabat yang  membuat aturan, biasanya kabur duluan, korbannya rakyat jelata dipakai sebagai  kelinci percobaan dulu cui .... ! kasihan deh kamu ......",apa baru nyadar warga aceh biasanya kalau kena dirisendiri salah satu pejabat membuat aturan biasanya kabur duluan korbannya rakyat jelata dipakai kelinci percobaan dulu cui kasihan kamu
fear,"salah tidak sih saya yang abis bayar full poltekkes terus  yang  saya masukin yang sbm, saya takut dihujat macem ""lu tidak kasihan  apa sama  adik  kelas lo"" , dsb. tapikan ini demi masa depan, kan saya punya hak:( takut anjir",salah tidak abis bayar full poltekkes terus masukin sbm takut dihujat macem lu tidak kasihan apa sama adik kelas lo tapikan masa depan kan punya hak takut anjir
anger,"Memangnya nilai dan ngejudge orang itu gampang sekali  dah... Apalagi kalau  sudah pernah hidup bareng... Wuuuh, berasa sudah tahu semuanya dong.. Hidup ngekos bareng 2 bulan = ngalahin yang hidup bareng 20 tahun...",memangnya nilai ngejudge orang gampang sekali dah kalau pernah hidup bareng wuuh berasa tahu semuanya hidup ngekos bareng bulan ngalahin hidup bareng tahun
joy,"Saya sangat setuju dengan mendukung apapun yang diputuskan Pak Bupati Kutim untuk pemperjelas batas desa kecamatan dan perijinan lokasi perusahaan baik tata peruntukannya demi meningkatkan perekonomian, kesehatan supaya tenang dan selalu aman.. [URL]",sangat setuju mendukung apapun diputuskan pak bupati kutim pemperjelas batas desa kecamatan perijinan lokasi perusahaan baik tata peruntukannya meningkatkan perekonomian kesehatan tenang selalu aman url
fear,Ngeri yaa lalulintas di sana -_- untung di Bali belum pernah merasakan  yang beginian sih,ngeri lalulintas sana untung bali belum pernah merasakan beginian
fear,"Bodoamat deh kuping saya paginya budeg juga, kejadian horor tadi siang masih tak terlupakan. saya tidak bisa tidak dengar  suara. Takut. Jadi tidur sambil dengerin lagu",bodoamat kuping paginya budeg kejadian horor tadi siang tak terlupakan tidak tidak dengar suara takut jadi tidur dengerin lagu
fear,Kayaknya habis ini mataku harus dimandiin pakai  abu biar suci karena habis melihat adegan yang  tidak senonoh di McD yang  tidak lain adalah adegan orang yang  saling bermesrahan didepan mata huhuuu,kayaknya habis mataku dimandiin pakai abu biar suci habis melihat adegan tidak senonoh mcd tidak adegan orang saling bermesrahan didepan mata huhuu
love,"Cuma liat notifikasi saya dibalas, senengnya setengah mati,gembiranya berhari-hari. IG story diliat dan IG post di cinta, girangnya terbawa  mimpi. Jatuh cinta itu seringkali bikin seseorang jadi kekanak-kanakan lagi ya ... [URL]",cuma liat notifikasi dibalas senengnya setengah mati gembiranya berhari hari ig story diliat ig post cinta girangnya terbawa mimpi jatuh cinta seringkali bikin seseorang jadi kekanak kanakan url
anger,[USERNAME] Mas Adie biasanya para pecundang memang kaya gitu...selalu berharap hal terburuk menimpa negeri  ini sambil meperkeruh suasana .... dengan harapan ada kesempatan untuk mencuri kekuasaan...#2019IstiqomahJokowi,username mas adie biasanya pecundang memang kaya selalu berharap terburuk menimpa negeri meperkeruh suasana harapan kesempatan mencuri kekuasaan istiqomahjokowi
fear,saya  nonton azab yang di Indosiar tetiba saya  jadi takut nikah. Ya gila sih ... asalnya tuh pemeran utama cowoknya shoolih sekali  tapi terus berubah jadi tukang maksiat :((,nonton azab indosiar tetiba jadi takut nikah gila asalnya tuh pemeran utama cowoknya shoolih sekali terus berubah jadi tukang maksiat
fear,"Jadi saya suka baca komen pembaca dalam  setiap kisah seram, lagi terhibur . Antaranya kata xboleh tidor terpikir-pikir, xberani pergi tandas punya  takut, kalau duk hostel kwan cerita hantu memang tidor peluk member. anak kencing pun tahan sampai subuh. Ini level ketakutan kita.",jadi suka baca komen pembaca kisah seram terhibur antaranya kata xboleh tidor terpikir pikir xberani pergi tandas punya takut kalau duk hostel kwan cerita hantu memang tidor peluk member anak kencing tahan subuh level ketakutan
anger,"Mantan Ketua MPR, takluk ... Ketua Partai, takluk ... Tertawalah buronan sang penakluk ... hahahaha. Maka jadilah mereka sekelompok gerombolan yang  suka buat gaduh.",mantan ketua mpr takluk ketua partai takluk tertawalah buronan sang penakluk hahahaha jadilah sekelompok gerombolan suka buat gaduh
sad,"kalau  cewe, ada opsi kak: kalau  tidak pintar  manage uang, yha punya banyak uang Karena kadang perkaranya itu soal tidak mampu sih, bukan tidak mau",kalau cewe opsi kak kalau tidak pintar manage uang yha punya banyak uang kadang perkaranya soal tidak mampu bukan tidak mau
anger,"[USERNAME] [USERNAME] Presiden itu badan executive sedang DPR itu badan legislative, bagaimana bisa dua lembaga yang berbeda dapat diartikan pemerintah?",username username presiden badan executive sedang dpr badan legislative bagaimana lembaga berbeda diartikan pemerintah
joy,"Awalnya di bio ig dituliskan every picture has a story dan saya mulai merenungkan kayaknya tidak  deh, memang  di balik foto selfie ada cerita apaan. Oke berarti harus di ubah berarti menjadi berisi cekrekan teman dan cekrekan sendiri. Sip",awalnya bio ig dituliskan every picture has a story mulai merenungkan kayaknya tidak memang balik foto selfie cerita apaan oke berarti ubah berarti menjadi berisi cekrekan teman cekrekan sendiri sip
joy,"Cab. olahraga baru di [USERNAME] , Pencak Silat akan jadi salah 1 cabang andalan utama kita untuk  meraup beberapa  medali. Selalu happy olahraga beladiri. Beberapa tahun  belakangan mulai belajar Silat dikit2. Sblmnya sejak usia 5 tahun  tekuni Karate & Taekwondo",cab olahraga baru username pencak silat jadi salah cabang andalan utama meraup beberapa medali selalu happy olahraga beladiri beberapa tahun belakangan mulai belajar silat dikit sblmnya sejak usia tahun tekuni karate taekwondo
fear,pulang sudah ah jakarta keras men kalau sudah sore!,pulang ah jakarta keras men kalau sore
sad,"saya kasih  yang  ""ringan2"" yah. Walo ringan, masa iya adab bcr yang  mengaku partai dakwah itu seperti  ini??",kasih ringan yah walo ringan masa iya adab bcr mengaku partai dakwah
sad,"Dikira sudah sampaj kampung halaman, nyatanya masih di pangumbaraan hehehehe @ Rm. Ikan Bakar Pangandaran Jl. Yos Sudarso [URL]",dikira sampaj kampung halaman nyatanya pangumbaraan hehehehe rm ikan bakar pangandaran jl yos sudarso url
joy,"[USERNAME] [USERNAME] Waw terima kasih kamu sangat  menginspirasi, fyi saya juga lagi ngerintis usaha ini baruuuu bgtt...jd masih butuh banyak info trik n trik, btw, saya tertarik tuh cara dapat  barang  brended things dari  FO, karena  selama ini ambil dari  tangan ke 2... Produk jual",username username waw terima kasih kamu sangat menginspirasi fyi ngerintis usaha baruu bgtt jadi butuh banyak info trik n trik btw tertarik tuh cara barang brended things fo selama ambil tangan produk jual
love,"sebenarnya bukan saya yang memilihmu,bukan pula cinta yang memilihmu,tapi sang pencipta yang memilihmu untuk kucintai [USERNAME] [URL]",sebenarnya bukan memilihmu bukan cinta memilihmu sang pencipta memilihmu kucintai username url
joy,"Ya allah saya ketularan orang2 sini Genre musik a kek giniEhh tapi lucu juga sih lagunya terutama dibagian "" memang  lagi manjahhh. Lagi ingin  di manjahhh.",allah ketularan orang sini genre musik a kek giniehh lucu lagunya terutama dibagian memang manjahh manjahh
anger,sudah berapa kali delcont2nan masak iya mau delcont2nan lagi biar tidak-saling gangu lagi mirip anak kecil saja :o,berapa kali delcont nan masak iya mau delcont nan biar tidak saling gangu mirip anak kecil o
sad,"Dulu, dia nampak seperti seorang lelaki yang lurus, innocent, baik, tapi saya sudah tertipu habis sebab sudah buta dengan perasaan cinta dan sayang dekat dia :(",dulu nampak seorang lelaki lurus innocent baik tertipu habis buta perasaan cinta sayang dekat
joy,"[USERNAME] saya bersodara 5, 2 sudah nikah dan keluar. berasa  sepi padahal masih ada 3 anak d rumah. Cucu itu yang jadi peramai d rumah. Makanya mak saya suka  sekali  kalau cucu datang ",username bersodara nikah keluar berasa sepi padahal anak d rumah cucu jadi peramai d rumah makanya mak suka sekali kalau cucu datang
joy,"kalau sudah dengar  gitu, meskipun tahu itu adalah kalimat yang  diulang2 tapi efek menenangkannya selalu  sama.. intinya kata Bapak, ""rumuse sabar dan tawakal, maka akan ada rezeki dari arah yang  tidak di sangka2.. wes to percoyo ae, wes bismillah""",kalau dengar meskipun tahu kalimat diulang efek menenangkannya selalu sama intinya kata bapak rumuse sabar tawakal rezeki arah tidak sangka wes to percoyo ae wes bismillah
joy,"Di hari ini, ya tepat di tanggal 23 juli dimana mungkin di hari ini saya  merasa sangatsangat special.. Makasih mamih, makasih uwa, makasih kakek, makasih [URL]",hari tepat tanggal juli mungkin hari merasa sangatsangat special makasih mamih makasih uwa makasih kakek makasih url
love,"dari Allah. Masha Allah! Allah sangat kasihkan kita. Sebab itulah walau setinggi gunung pun dosa yang kita himpun, Allah tetap akan mengampun setiap dosa-dosa kita. Kasih sayang yang Maha Agung yang pernah wujud di alam ini adalah kasih sayang dari Allah. \",allah masha allah allah sangat kasihkan setinggi gunung dosa himpun allah tetap mengampun dosa dosa kasih sayang maha agung pernah wujud alam kasih sayang allah
fear,"PANTES saja  semalam  PAS PULANG sudah BANYAK TNI DENGAN MUKA GERAM. saya jadi takut2 begitu  pas jalan, jalan cepet. sampai  kost  langsung  parno nutup semua pintu.",pantes semalam pas pulang banyak tni muka geram jadi takut pas jalan jalan cepet kost langsung parno nutup semua pintu
joy,"Beberapa kali ibu dan bapak tanya  gimana kuliahnya, karena mereka tahunya harusnya semester ini saya sudah masuk di semester 7. Tapi bersyukur mereka bisa diajak kompromi, paham apa yang sedang saya alami.",beberapa kali ibu bapak tanya gimana kuliahnya tahunya harusnya semester masuk semester bersyukur diajak kompromi paham apa sedang alami
anger,"Akhirnya jamaahnya tercuci otak, seakan-akan memilih paslon pilkada itu karena kewajiban dari imam besarnya. Bagi mereka program paslon tidak penting, yang  penting takbir terus milih.",akhirnya jamaahnya tercuci otak seakan memilih paslon pilkada kewajiban imam besarnya program paslon tidak penting penting takbir terus milih
joy,"#SalamSaum Kita harus bangga [USERNAME] kembali meraih opini Wajar Tanpa Pengecualian (WTP) dari  bapak  tahun  2017. Keberhasilan ini merupakan kerja keras kita semua  untuk  mewujudkan Kementan yang  bersih, berintegritas serta berpihak kepada  petani &amp",salamsaum bangga username meraih opini wajar pengecualian wtp bapak tahun keberhasilan merupakan kerja keras semua mewujudkan kementan bersih berintegritas berpihak petani amp
joy,Beautiful summer in Bandung #bandung #cikutra #ensenangbandung #payingrespect,beautiful summer in bandung bandung cikutra ensenangbandung payingrespect
anger,"[USERNAME] arti kata fans itu sama dengan mengagumi. sekedar kagum boleh, kagum demi kepentingan pribadi sampai menganggu kenyamanan orang, tidak.",username arti kata fans sama mengagumi sekedar kagum kagum kepentingan pribadi menganggu kenyamanan orang tidak
sad,salah sekali kalau abis makan siang stel lagu beautiful mes-nya jason mraz mirip dininaboboin,salah sekali kalau abis makan siang stel lagu beautiful mes nya jason mraz mirip dininaboboin
love,"Andai saja senyummu bisa ku campur dengan kopi pahitku, mungkin sudah saya sruput sak ampas-ampase. Rapopo keselek, wong saya cinta.",andai senyummu ku campur kopi pahitku mungkin sruput sak ampas ampase rapopo keselek wong cinta
joy,"Terfavorit nih lagu dari album asteriska yang  ke 2 judulnya karvanda. Sederhana sih cerita dibalik lagu ini, karvanda adalah nama seseorang yang  di suka, tapi yang  suka ini tidak tahu apakah orang yang  di suka ini punya rasa yang  sama? [URL]",terfavorit lagu album asteriska judulnya karvanda sederhana cerita dibalik lagu karvanda nama seseorang suka suka tidak tahu orang suka punya rasa sama url
joy,"suatu saat nanti, kalau  saya noleh ke belakang dan ingat  masa sekarang saya bakal senyum dan bilang di dalam  hati 'aku tidak kehilangan apapun, tapi dia yang  kehilangan orang yang paling sayang sama dia'.",suatu kalau noleh belakang ingat masa sekarang bakal senyum bilang hati aku tidak kehilangan apapun kehilangan orang paling sayang sama
fear,"ingin resign tapi ko takut nanti tidak lebih better, merasa  nyaman tapi ko batin... saya tidak paham yang salah ada di diri saya atau siapa sih",resign ko takut tidak lebih better merasa nyaman ko batin tidak paham salah diri siapa
fear,saya takut tulisan ini terbaca di saat kamu tidak ngerti apa yang saya rasain. saya takut tulisan ini terbaca dan kamu marahin aku. saya takut.,takut tulisan terbaca kamu tidak ngerti apa rasain takut tulisan terbaca kamu marahin aku takut
joy,Korupsi memperkaya diri sendiri. Revolusi mental yang digalakkan Pakde [USERNAME] mesti di ulang kembali di #Jokowi2Periode [URL],korupsi memperkaya diri sendiri revolusi mental digalakkan pakde username mesti ulang jokowi periode url
love,"Eum apalagi ya . . Dewasa pakai  sekali  kamu mah. Oh iya, budak cinta juga! Tapi tidak apa-apa, asalkan Sabila happy. Me cintas you!",eum dewasa pakai sekali kamu iya budak cinta tidak apa apa asalkan sabila happy me cintas you
love,"Kasih sayang Mu tiada bertepi, Walau saya sering melupakan Mu Walau saya selalu melakukan kesalahan Tapi tangan Mu selalu menerima diri yang  hina dan bodoh ini",kasih sayang mu tiada bertepi sering melupakan mu selalu melakukan kesalahan tangan mu selalu menerima diri hina bodoh
anger,[USERNAME] Kenapa selalu gini yah daftar akun pelaut... Data sudah isi dengan benar Sudah bolak balik ganti email juga Mohon pencerahannya [URL],username selalu yah daftar akun pelaut data isi benar bolak balik ganti email mohon pencerahannya url
sad,jakarta mulai gelap ditutup awan mendung #siap2 naro ember digerojogan#,jakarta mulai gelap ditutup awan mendung siap naro ember digerojogan
love,"terakhir, saya sayang koko! sayang koko kemaren. sayang koko hari ini. sayang koko 2 jam yang  lalu. sayang koko besok. sayang koko besok lusa. sayang koko selamanya.",terakhir sayang koko sayang koko kemaren sayang koko hari sayang koko jam lalu sayang koko besok sayang koko besok lusa sayang koko selamanya
joy,"Acha lucunya kamu dipegang tidak mau digendong tidak mau. Dipaksain di gendong 2x nangis diam  nangis diam  terus. Giliran di ajak selfie berkali kali ujung ujungnya nyium pipi, kaget loh ante ini cha kamu main  sosor saja  [URL]",acha lucunya kamu dipegang tidak mau digendong tidak mau dipaksain gendong x nangis diam nangis diam terus giliran ajak selfie berkali kali ujung ujungnya nyium pipi kaget ante cha kamu main sosor url
fear,"Pemantauan dan sosialisasi di wilayah KRB III dengan melaksanakan patroli rutin, tetap semangat dan tetap waspada #waspadamerapi [URL]",pemantauan sosialisasi wilayah krb ii melaksanakan patroli rutin tetap semangat tetap waspada waspadamerapi url
love,Makasih juga ya sudah mau bertahan sampai sekarang walaupun rumahnya jarang aktif juga. :( sayang Roro pakai  banget!,makasih mau bertahan sekarang walaupun rumahnya jarang aktif sayang roro pakai
sad,"Saya tidak sedang bermasalah dengan teman, sahabat, saudara, atau siapapun. saya hanya sedang jenuh. mungkin saya juga menyadari kalau mereka masing-masing punya problemnya sendiri. dan kejenuhan saya memuncak, ketika mereka hanya meminta tolong tanpa menanya kabar saya.",tidak sedang bermasalah teman sahabat saudara siapapun sedang jenuh mungkin menyadari kalau masing masing punya problemnya sendiri kejenuhan memuncak meminta menanya kabar
anger,"[USERNAME] [USERNAME] [USERNAME] [USERNAME] Apapun alasan,kl dalam  LHP [USERNAME] sudah ada kerugian,FP harus  tgg jwb,mo arbitrase biar aja,blm tentu FP juga berani ke arbitrase,knp kita harus  takut? Alasan nunggu 3 tahun  itu akan longsor versi FP search gogle,msh banyak  e",username username username username apapun alasan kalau lhp username kerugian fp tgg jwb mo arbitrase biar blm fp berani arbitrase knp takut alasan nunggu tahun longsor versi fp search gogle msh banyak e
anger,[USERNAME] grapari btc bandung ditulis buka 10:00 - 21:00 tapi barusan saya mau ganti simcard ke nano sim ditolak. Alasan sudah prepare tutup. Profesional ya ? [USERNAME],username grapari btc bandung ditulis buka barusan mau ganti simcard nano sim ditolak alasan prepare tutup profesional username
joy,Ini hari lahir. Terima Kasih Ka [USERNAME] untuk tulisan2 di [URL] Selalu jadi kata2 terbaik disaat hari lahir datang. This word never old.,hari lahir terima kasih ka username tulisan url selalu jadi kata terbaik disaat hari lahir datang this word never old
sad,"[USERNAME] Iya benar  kak. Waktu setahun skip minum obat itu, dia ikut saran keluarganya ke pengobatan alternatif (dukun). Makanya malah tambah parah. Dan pas balik ke RS Jiwa untuk berobat lagi, baru ketahuan kalau dia kena skizo",username iya benar kak waktu setahun skip minum obat ikut saran keluarganya pengobatan alternatif dukun makanya malah tambah parah pas balik rs jiwa berobat baru ketahuan kalau kena skizo
love,"[USERNAME] sayangnya saya ke mereka, mirip  cintanya yang bikin kecap bango ke malika. sayangku bukan sayang abal2nya user @ fromyg dan antek-antek. sayangku sampai saya jadi kaum misqueen",username sayangnya mirip cintanya bikin kecap bango malika sayangku bukan sayang abal nya user fromyg antek antek sayangku jadi kaum misqueen
anger,"La saya memang tidak suka, tapi  bukan paksaan. Saya lebih jijik lihat pendukungnya banteng sama owi, segala cara dilakukan dan muslim di bully wkwk [URL]",la memang tidak suka bukan paksaan lebih jijik lihat pendukungnya banteng sama owi segala cara dilakukan muslim bully url
fear,"jadi ingat  saya  dulu, pernah di usir dari  rumah sama emak,gara gara menghilangkan  taperwer yang  satu set kek sejenis rantang. Semenjak itu saya  tidak mau lagi  deket deket sama  taperwer mak gua, ngeri di tuduh lagi  []",jadi ingat dulu pernah usir rumah sama emak gara gara menghilangkan taperwer satu set kek sejenis rantang semenjak tidak mau deket deket sama taperwer mak gua ngeri tuduh
sad,"sebenarnya  saya  miris jg, siapa orang yang  mengakulturasikan gaya dan paham  casual di kalangan supporter Bandung, seiiringnya waktu berjalan, lalu timbul lah beberapa organisasi yang  mengatasnamakan Casual.",sebenarnya miris jg siapa orang mengakulturasikan gaya paham casual kalangan supporter bandung seiiringnya waktu berjalan lalu timbul beberapa organisasi mengatasnamakan casual
love,"Wahai Yang Maha Cinta, sandingkanlah saya dengan jiwa pilihan-Mu, yang karena kebaikanku - baikkanlah ia, tapi jika ia lebih baik - baikkanlah aku.",wahai maha cinta sandingkanlah jiwa pilihan mu kebaikanku baikkanlah lebih baik baikkanlah aku
sad,"[USERNAME] Kenapa ya ada ugm.cantik ugm.tampan tapi tidak ada ugm.juara ugm.berprestasi? Kan kalau  fisik itu sudah dari Tuhan, kalau  prestasi kan diusahakan #protesdewe",username ugm cantik ugm tampan tidak ugm juara ugm berprestasi kan kalau fisik tuhan kalau prestasi kan diusahakan protesdewe
sad,"Tidak ada maksud untuk melemahkan negara Islam secara umumnya, tapi persatuan bangsa Islam kapan terwujud, dan saya melihat yang  Turki dengan Erdogan nya sudah berbuat, tapi belum cukup, saya sebagai seorang Muslim melihat nya keterlaluan yang di perbuat Israel laknatullah, [URL]",tidak maksud melemahkan negara islam umumnya persatuan bangsa islam kapan terwujud melihat turki erdogan nya berbuat belum cukup seorang muslim melihat nya keterlaluan perbuat israel laknatullah url
fear,"{mu} gaes saya tadu  habis  pergi cuma pakai  bedak lipstik saja  sih nah bersihin muka nya pakai  mc viva, mau pixy saja  terus  habis  itu  pakai  toner viva. tidak apa-apa kan ya kalau tidak cuci muka pakai  fw? Takut ke kamar  mandi jam segini :(",mu gaes tadu habis pergi cuma pakai bedak lipstik nah bersihin muka nya pakai mc viva mau pixy terus habis pakai toner viva tidak apa apa kan kalau tidak cuci muka pakai fw takut kamar mandi jam segini
joy,"Hei remaja,Bangkitlah!!! Dunia ini bukan hanya tentang cinta,Harga diri ataupun Ketenaran.Tapi tentang Bagaimana kita berkarya,berinovasi,dan membangun negara ini.",hei remaja bangkitlah dunia bukan cinta harga diri ataupun ketenaran bagaimana berkarya berinovasi membangun negara
love,"[USERNAME] ""Yaudah kita ke apartemen sekarang ya sayang"" ucapnya sambil tersenyum. Amber pun berjalan sambil menggenggam tangan kekasihnya ke lobby. ""Kamu tunggu disini ya sayang, saya ambil mobil dulu"" ucapnya sambil melepas genggaman tangan kekasihnya.",username yaudah apartemen sekarang sayang ucapnya tersenyum amber berjalan menggenggam tangan kekasihnya lobby kamu tunggu disini sayang ambil mobil dulu ucapnya melepas genggaman tangan kekasihnya
love,ini kenapa  menurut saya  bagusnya Al Qur'an itu bukan sekedar dibaca.. dalam tafsir juga kadang ada penyebab kenapa ayat tersebut  turun.. yang  bawa arti yang  atas adalah tafsirnya [URL],bagusnya al qur an bukan sekedar dibaca tafsir kadang penyebab ayat tersebut turun bawa arti atas tafsirnya url
love,"sudah maghrib, saya shalat dulu ya.. Seperti biasa akan ku sebut namamu dalam do'a ku, kali ini saya akan lebih bersungguh-sungguh meminta dan memohon kepada-Nya untuk kesembuhan dan kesehatanmu serta kebahagiaanmu. saya sayang kamu [USERNAME] #GetWellSoonLeeteuk",maghrib shalat dulu biasa ku sebut namamu do a ku kali lebih bersungguh sungguh meminta memohon nya kesembuhan kesehatanmu kebahagiaanmu sayang kamu username getwellsoonleeteuk
joy,"iyaaa, paling suka  kalau bahasanya sudah saya kamu atau saya kamu begitu  btw ada rekomendasi ff nct yang  bagus tak? kalau bisa yang  sudah complete tapi  klopun belum  kalau bisa yang  updatenya cepat  wkwk",iyaa paling suka kalau bahasanya kamu kamu btw rekomendasi ff nct bagus tak kalau complete klopun belum kalau updatenya cepat
sad,Razan al-Najjar. Petugas medis Palestina (21 Tahun). Gugur di medan perjuangan. Turut berduka cita sedalam-dalamnya. #RazanNajjar #Palestina [URL],razan al najjar petugas medis palestina tahun gugur medan perjuangan turut berduka cita sedalam dalamnya razannajjar palestina url
joy,[USERNAME] [USERNAME] PARAH KAN WONHEE KAN Cantik sekali  :,username username parah kan wonhee kan cantik sekali
fear,Tapi saya takut kalau  dia nanti merasa tidak mau ditemani terus  menjauh terus  nyindir terus  ku tak enak lagi dan malas ngampus dan macam-macam akibat,takut kalau merasa tidak mau ditemani terus menjauh terus nyindir terus ku tak enak malas ngampus macam macam akibat
sad,"hari ini, ketemu dia lagi. setelah ganti nomor whatsapp, dan dia tidak save nomor saya yang  baru. bikin saya galau sampai skrng. dan dengan muka imutnya dia nampakin mula begitu  saja  tadi. senyum. mengajak ngobrol. ku terus buang muka. padahal rindu",hari ketemu ganti nomor whatsapp tidak save nomor baru bikin galau skrng muka imutnya nampakin mula tadi senyum mengajak ngobrol ku terus buang muka padahal rindu
joy,"Muka saya mang tidak indah, tapi at least saya bisa jalan  ke tempat yang  indah.. #myfaceismyproblemnotyours #dibikinasikaja #familytime #qualitytime @ Munduk, Bali, Indonesia [URL]",muka mang tidak indah at least jalan tempat indah myfaceismyproblemnotyours dibikinasikaja familytime qualitytime munduk bali indonesia url
fear,"Khawatir sih, takut terjadi yang aneh2 sama  dia. Tapi saya tetap ngekeh tidak mau hubungi dia dulu.",khawatir takut terjadi aneh sama tetap ngekeh tidak mau hubungi dulu
love,"[USERNAME] Semuanya. Entah kenapa ya semua bias saya  bikin saya  kadang lupa kalau  saya  itu butiran debu. Mereka tuh benar-benar  bisa bikin saya  jadi spesial, makanya saya  sayang sangat  sama  mereka...",username semuanya entah semua bias bikin kadang lupa kalau butiran debu tuh benar benar bikin jadi spesial makanya sayang sangat sama
