label,tweet
fear,saya  nonton azab yang di Indosiar tetiba saya  jadi takut nikah. Ya gila sih ... asalnya tuh pemeran utama cowoknya shoolih sekali  tapi terus berubah jadi tukang maksiat :((
fear,"Jadi saya suka baca komen pembaca dalam  setiap kisah seram, lagi terhibur . Antaranya kata xboleh tidor terpikir-pikir, xberani pergi tandas punya  takut, kalau duk hostel kwan cerita hantu memang tidor peluk member. anak kencing pun tahan sampai subuh. Ini level ketakutan kita."
anger,"Mantan Ketua MPR, takluk ... Ketua Partai, takluk ... Tertawalah buronan sang penakluk ... hahahaha. Maka jadilah mereka sekelompok gerombolan yang  suka buat gaduh."
sad,"kalau  cewe, ada opsi kak: kalau  tidak pintar  manage uang, yha punya banyak uang Karena kadang perkaranya itu soal tidak mampu sih, bukan tidak mau"
anger,"[USERNAME] [USERNAME] Presiden itu badan executive sedang DPR itu badan legislative, bagaimana bisa dua lembaga yang berbeda dapat diartikan pemerintah?"
joy,"Awalnya di bio ig dituliskan every picture has a story dan saya mulai merenungkan kayaknya tidak  deh, memang  di balik foto selfie ada cerita apaan. Oke berarti harus di ubah berarti menjadi berisi cekrekan teman dan cekrekan sendiri. Sip"
joy,"Cab. olahraga baru di [USERNAME] , Pencak Silat akan jadi salah 1 cabang andalan utama kita untuk  meraup beberapa  medali. Selalu happy olahraga beladiri. Beberapa tahun  belakangan mulai belajar Silat dikit2. Sblmnya sejak usia 5 tahun  tekuni Karate & Taekwondo"
fear,pulang sudah ah jakarta keras men kalau sudah sore!
sad,"saya kasih  yang  ""ringan2"" yah. Walo ringan, masa iya adab bcr yang  mengaku partai dakwah itu seperti  ini??"
sad,"Dikira sudah sampaj kampung halaman, nyatanya masih di pangumbaraan hehehehe @ Rm. Ikan Bakar Pangandaran Jl. Yos Sudarso [URL]"
joy,"[USERNAME] [USERNAME] Waw terima kasih kamu sangat  menginspirasi, fyi saya juga lagi ngerintis usaha ini baruuuu bgtt...jd masih butuh banyak info trik n trik, btw, saya tertarik tuh cara dapat  barang  brended things dari  FO, karena  selama ini ambil dari  tangan ke 2... Produk jual"
love,"sebenarnya bukan saya yang memilihmu,bukan pula cinta yang memilihmu,tapi sang pencipta yang memilihmu untuk kucintai [USERNAME] [URL]"
joy,"Ya allah saya ketularan orang2 sini Genre musik a kek giniEhh tapi lucu juga sih lagunya terutama dibagian "" memang  lagi manjahhh. Lagi ingin  di manjahhh."
anger,sudah berapa kali delcont2nan masak iya mau delcont2nan lagi biar tidak-saling gangu lagi mirip anak kecil saja :o
sad,"Dulu, dia nampak seperti seorang lelaki yang lurus, innocent, baik, tapi saya sudah tertipu habis sebab sudah buta dengan perasaan cinta dan sayang dekat dia :("
joy,"[USERNAME] saya bersodara 5, 2 sudah nikah dan keluar. berasa  sepi padahal masih ada 3 anak d rumah. Cucu itu yang jadi peramai d rumah. Makanya mak saya suka  sekali  kalau cucu datang "
joy,"kalau sudah dengar  gitu, meskipun tahu itu adalah kalimat yang  diulang2 tapi efek menenangkannya selalu  sama.. intinya kata Bapak, ""rumuse sabar dan tawakal, maka akan ada rezeki dari arah yang  tidak di sangka2.. wes to percoyo ae, wes bismillah"""
joy,"Di hari ini, ya tepat di tanggal 23 juli dimana mungkin di hari ini saya  merasa sangatsangat special.. Makasih mamih, makasih uwa, makasih kakek, makasih [URL]"
love,"dari Allah. Masha Allah! Allah sangat kasihkan kita. Sebab itulah walau setinggi gunung pun dosa yang kita himpun, Allah tetap akan mengampun setiap dosa-dosa kita. Kasih sayang yang Maha Agung yang pernah wujud di alam ini adalah kasih sayang dari Allah. \"
fear,"PANTES saja  semalam  PAS PULANG sudah BANYAK TNI DENGAN MUKA GERAM. saya jadi takut2 begitu  pas jalan, jalan cepet. sampai  kost  langsung  parno nutup semua pintu."
joy,"Beberapa kali ibu dan bapak tanya  gimana kuliahnya, karena mereka tahunya harusnya semester ini saya sudah masuk di semester 7. Tapi bersyukur mereka bisa diajak kompromi, paham apa yang sedang saya alami."
anger,"Akhirnya jamaahnya tercuci otak, seakan-akan memilih paslon pilkada itu karena kewajiban dari imam besarnya. Bagi mereka program paslon tidak penting, yang  penting takbir terus milih."
joy,"#SalamSaum Kita harus bangga [USERNAME] kembali meraih opini Wajar Tanpa Pengecualian (WTP) dari  bapak  tahun  2017. Keberhasilan ini merupakan kerja keras kita semua  untuk  mewujudkan Kementan yang  bersih, berintegritas serta berpihak kepada  petani &amp"
joy,Beautiful summer in Bandung #bandung #cikutra #ensenangbandung #payingrespect
anger,"[USERNAME] arti kata fans itu sama dengan mengagumi. sekedar kagum boleh, kagum demi kepentingan pribadi sampai menganggu kenyamanan orang, tidak."
sad,salah sekali kalau abis makan siang stel lagu beautiful mes-nya jason mraz mirip dininaboboin
love,"Andai saja senyummu bisa ku campur dengan kopi pahitku, mungkin sudah saya sruput sak ampas-ampase. Rapopo keselek, wong saya cinta."
joy,"Terfavorit nih lagu dari album asteriska yang  ke 2 judulnya karvanda. Sederhana sih cerita dibalik lagu ini, karvanda adalah nama seseorang yang  di suka, tapi yang  suka ini tidak tahu apakah orang yang  di suka ini punya rasa yang  sama? [URL]"
joy,"suatu saat nanti, kalau  saya noleh ke belakang dan ingat  masa sekarang saya bakal senyum dan bilang di dalam  hati 'aku tidak kehilangan apapun, tapi dia yang  kehilangan orang yang paling sayang sama dia'."
fear,"ingin resign tapi ko takut nanti tidak lebih better, merasa  nyaman tapi ko batin... saya tidak paham yang salah ada di diri saya atau siapa sih"
fear,saya takut tulisan ini terbaca di saat kamu tidak ngerti apa yang saya rasain. saya takut tulisan ini terbaca dan kamu marahin aku. saya takut.
joy,Korupsi memperkaya diri sendiri. Revolusi mental yang digalakkan Pakde [USERNAME] mesti di ulang kembali di #Jokowi2Periode [URL]
love,"Eum apalagi ya . . Dewasa pakai  sekali  kamu mah. Oh iya, budak cinta juga! Tapi tidak apa-apa, asalkan Sabila happy. Me cintas you!"
love,"Kasih sayang Mu tiada bertepi, Walau saya sering melupakan Mu Walau saya selalu melakukan kesalahan Tapi tangan Mu selalu menerima diri yang  hina dan bodoh ini"
anger,[USERNAME] Kenapa selalu gini yah daftar akun pelaut... Data sudah isi dengan benar Sudah bolak balik ganti email juga Mohon pencerahannya [URL]
sad,jakarta mulai gelap ditutup awan mendung #siap2 naro ember digerojogan#
love,"terakhir, saya sayang koko! sayang koko kemaren. sayang koko hari ini. sayang koko 2 jam yang  lalu. sayang koko besok. sayang koko besok lusa. sayang koko selamanya."
joy,"Acha lucunya kamu dipegang tidak mau digendong tidak mau. Dipaksain di gendong 2x nangis diam  nangis diam  terus. Giliran di ajak selfie berkali kali ujung ujungnya nyium pipi, kaget loh ante ini cha kamu main  sosor saja  [URL]"
fear,"Pemantauan dan sosialisasi di wilayah KRB III dengan melaksanakan patroli rutin, tetap semangat dan tetap waspada #waspadamerapi [URL]"
love,Makasih juga ya sudah mau bertahan sampai sekarang walaupun rumahnya jarang aktif juga. :( sayang Roro pakai  banget!
sad,"Saya tidak sedang bermasalah dengan teman, sahabat, saudara, atau siapapun. saya hanya sedang jenuh. mungkin saya juga menyadari kalau mereka masing-masing punya problemnya sendiri. dan kejenuhan saya memuncak, ketika mereka hanya meminta tolong tanpa menanya kabar saya."
anger,"[USERNAME] [USERNAME] [USERNAME] [USERNAME] Apapun alasan,kl dalam  LHP [USERNAME] sudah ada kerugian,FP harus  tgg jwb,mo arbitrase biar aja,blm tentu FP juga berani ke arbitrase,knp kita harus  takut? Alasan nunggu 3 tahun  itu akan longsor versi FP search gogle,msh banyak  e"
anger,[USERNAME] grapari btc bandung ditulis buka 10:00 - 21:00 tapi barusan saya mau ganti simcard ke nano sim ditolak. Alasan sudah prepare tutup. Profesional ya ? [USERNAME]
joy,Ini hari lahir. Terima Kasih Ka [USERNAME] untuk tulisan2 di [URL] Selalu jadi kata2 terbaik disaat hari lahir datang. This word never old.
sad,"[USERNAME] Iya benar  kak. Waktu setahun skip minum obat itu, dia ikut saran keluarganya ke pengobatan alternatif (dukun). Makanya malah tambah parah. Dan pas balik ke RS Jiwa untuk berobat lagi, baru ketahuan kalau dia kena skizo"
love,"[USERNAME] sayangnya saya ke mereka, mirip  cintanya yang bikin kecap bango ke malika. sayangku bukan sayang abal2nya user @ fromyg dan antek-antek. sayangku sampai saya jadi kaum misqueen"
anger,"La saya memang tidak suka, tapi  bukan paksaan. Saya lebih jijik lihat pendukungnya banteng sama owi, segala cara dilakukan dan muslim di bully wkwk [URL]"
fear,"jadi ingat  saya  dulu, pernah di usir dari  rumah sama emak,gara gara menghilangkan  taperwer yang  satu set kek sejenis rantang. Semenjak itu saya  tidak mau lagi  deket deket sama  taperwer mak gua, ngeri di tuduh lagi  []"
sad,"sebenarnya  saya  miris jg, siapa orang yang  mengakulturasikan gaya dan paham  casual di kalangan supporter Bandung, seiiringnya waktu berjalan, lalu timbul lah beberapa organisasi yang  mengatasnamakan Casual."
love,"Wahai Yang Maha Cinta, sandingkanlah saya dengan jiwa pilihan-Mu, yang karena kebaikanku - baikkanlah ia, tapi jika ia lebih baik - baikkanlah aku."
sad,"[USERNAME] Kenapa ya ada ugm.cantik ugm.tampan tapi tidak ada ugm.juara ugm.berprestasi? Kan kalau  fisik itu sudah dari Tuhan, kalau  prestasi kan diusahakan #protesdewe"
sad,"Tidak ada maksud untuk melemahkan negara Islam secara umumnya, tapi persatuan bangsa Islam kapan terwujud, dan saya melihat yang  Turki dengan Erdogan nya sudah berbuat, tapi belum cukup, saya sebagai seorang Muslim melihat nya keterlaluan yang di perbuat Israel laknatullah, [URL]"
fear,"{mu} gaes saya tadu  habis  pergi cuma pakai  bedak lipstik saja  sih nah bersihin muka nya pakai  mc viva, mau pixy saja  terus  habis  itu  pakai  toner viva. tidak apa-apa kan ya kalau tidak cuci muka pakai  fw? Takut ke kamar  mandi jam segini :("
joy,"Hei remaja,Bangkitlah!!! Dunia ini bukan hanya tentang cinta,Harga diri ataupun Ketenaran.Tapi tentang Bagaimana kita berkarya,berinovasi,dan membangun negara ini."
love,"[USERNAME] ""Yaudah kita ke apartemen sekarang ya sayang"" ucapnya sambil tersenyum. Amber pun berjalan sambil menggenggam tangan kekasihnya ke lobby. ""Kamu tunggu disini ya sayang, saya ambil mobil dulu"" ucapnya sambil melepas genggaman tangan kekasihnya."
love,ini kenapa  menurut saya  bagusnya Al Qur'an itu bukan sekedar dibaca.. dalam tafsir juga kadang ada penyebab kenapa ayat tersebut  turun.. yang  bawa arti yang  atas adalah tafsirnya [URL]
love,"sudah maghrib, saya shalat dulu ya.. Seperti biasa akan ku sebut namamu dalam do'a ku, kali ini saya akan lebih bersungguh-sungguh meminta dan memohon kepada-Nya untuk kesembuhan dan kesehatanmu serta kebahagiaanmu. saya sayang kamu [USERNAME] #GetWellSoonLeeteuk"
joy,"iyaaa, paling suka  kalau bahasanya sudah saya kamu atau saya kamu begitu  btw ada rekomendasi ff nct yang  bagus tak? kalau bisa yang  sudah complete tapi  klopun belum  kalau bisa yang  updatenya cepat  wkwk"
sad,Razan al-Najjar. Petugas medis Palestina (21 Tahun). Gugur di medan perjuangan. Turut berduka cita sedalam-dalamnya. #RazanNajjar #Palestina [URL]
joy,[USERNAME] [USERNAME] PARAH KAN WONHEE KAN Cantik sekali  :
fear,Tapi saya takut kalau  dia nanti merasa tidak mau ditemani terus  menjauh terus  nyindir terus  ku tak enak lagi dan malas ngampus dan macam-macam akibat
sad,"hari ini, ketemu dia lagi. setelah ganti nomor whatsapp, dan dia tidak save nomor saya yang  baru. bikin saya galau sampai skrng. dan dengan muka imutnya dia nampakin mula begitu  saja  tadi. senyum. mengajak ngobrol. ku terus buang muka. padahal rindu"
joy,"Muka saya mang tidak indah, tapi at least saya bisa jalan  ke tempat yang  indah.. #myfaceismyproblemnotyours #dibikinasikaja #familytime #qualitytime @ Munduk, Bali, Indonesia [URL]"
fear,"Khawatir sih, takut terjadi yang aneh2 sama  dia. Tapi saya tetap ngekeh tidak mau hubungi dia dulu."
love,"[USERNAME] Semuanya. Entah kenapa ya semua bias saya  bikin saya  kadang lupa kalau  saya  itu butiran debu. Mereka tuh benar-benar  bisa bikin saya  jadi spesial, makanya saya  sayang sangat  sama  mereka..."
anger,"Halo [USERNAME] [USERNAME] .. akhirnya kemarin saya bisa tuker di Carls Jr PS, itupun ditolak dulu awalnya karena belum ada token toko. Masukan lain kali untuk  promo kalau  belum siap semua dari [USERNAME] atau Carls Jr jangan jual2 dulu ke publik."
sad,"Terlalu banyak moment pencitraan di postingan ig nih. ingin ngapus tapi sudah ke posting. Yaudah deh biarin saja  ya, sekarang berusaha agar tidak terjadi hal seperti itu lagi saja"
love,HAHAHA BODO AMAT DEEHHH yang  PENTING DI VIDEO INI SE FRAME SAMA DANIELSAYANG BANGEET DONGG sama  DIAAA DAN MEREKA [USERNAME]
joy,"[USERNAME] bersyukurlah pacar kamu masih cerita ke kamu, itu artinya dia sayang sama kamu bikin pacar kamu senyaman mungkin sama kamu dengan cara kamu sendiri, jangan cemburu buta"
joy,"Makasih suam sudah ngeluangin waktu nya buat kita jalan"" .. Kita jarang ketemu tetap  Jaga kesehatan ya sayang"
anger,"saya suka bilang, sebentar siapa yang  perawatnya? dan terus  kan kita kolab sama advice dr. Ya kalau  klien yang  paham sih langsung  oh iyaaaa maaf soalnya nanya. tapi kalau  yang  kampret  mah langsung  komplen rasanya ingin kuteluh saja itu  orang sumpeh"
fear,"Njirrr kalau  sudah memasuki daerah rumah ada motor dibelakang langsung  ngebut, gabrani liat spion. Kecepatan menjadi sangat kencang i could fly my heart is about to explode bcz degdegan"
fear,saya takut acc ke suspend atuh lah jangan sampai kek. ini acc pernah ke suspend kalau  ke suspend lagi masuk ke kategori suspend permanen
love,"karena cinta, alasanku tersenyum pagi ini"
fear,"[USERNAME] [USERNAME] [USERNAME] [USERNAME] Duh.. kalau lihat AF, suka deg2an.. takut teriak tangkap..tangkap gitu.. hati2 bicaranya."
joy,"Salah satu padhilah shalat duha, bisa mempermudah memperoleh Rizki. Jika tak percaya, lakukan!!! kalau  masih belum percaya, terus lakukan!!! Sampai kamu benar benar percaya..."
sad,"saya macam wondering kenapa kalau someone itu  dia rebel ke, putus cinta ke, stress ke, etc kan, mostly dia akan berubah 360. Tapi, sadly perubahan dia itu  mostly akan ke perubahan dark side"
joy,Trima kasih yang sudah datang sparing footballl hari ini. #unitedindonesia #unitedtogether #uici #unitedindramayu #unitedindonesiachapterindramayu @ Indramayu Regency [URL]
sad,"[USERNAME] Sayang sekali, niat baik, dan terwujut belum tentu dilanjutkan menjadi lebih baik lagi bahkan sebaliknya. Hanya karena ketidakmampuan membedakan antara urusan kontestasi politik yang  usai dan urusan kesejahtetaan warga yang  menjadi tanggungja"
fear,"saya takut nanti d banding2ngin antara satu dengan yang  lain,cz saya tahu bagaimana  sifat masing2 orang d sna... kalau  sampai itu terjadi jangan slhkan saya kalau  tak bawa pergi..."
anger,"Bisa tidak si ego kamu di kurangi dikit, saya tidak bisa kalau  gini terus :"""""" minimal sampai kerjaan ini selesai  aja, abis itu kamu slamanya tidak mau ketemu  saya juga tidak apa-apa"
sad,Semua tak sama Tak pernah sama Waktu yang terus berputar tidak akan pernah Sama dengan yang tlah terjadi. Menikmati setiap detik keadaan itu akan lebih menghargai waktu yang Tuhan berikan untuk kita..
joy,"Yang pasti, tidak perlu khawatir akan merasa bosan bila melakukan perjalanan jauh di Pulau Bali, karena keindahan alamnya akan memanjakan pandangan di tengah perjalanan. #AyoRamaikanTengananFestival"
joy,"Bisa mencium bau tanah kering yang abis kesiram air ujan itu adalah definisi kebahagiaan tersendiri. Alhamdulillah hujan, yang meski cuma sebentar hari ini."
sad,"Nangis dipundak kamu, boleh? saya pilu, sungguh."
anger,"Menurut saya prof, koruptor itu sama saja dengan  membunuh generasi anak cucu secara perlahan2 prof... Saya setuju jika para koruptor kelas kakap di hukum mati dan di miskin kan... [URL]"
fear,Tengah baca thread seram tetiba nampak  benda hitam gerak dekat tepi kepala. sudah la dalam thread itu  cerita sudah sampai dekat bayang hitam. Cuak wehhh . Tengok sebelah nasib baik sarung bantal je bergerak .
sad,Ada teman  minta saya rekomen dia buat masuk kantor gue. Ya gimana dia kaga siang kaga malam  WA-an mulu. Kalah saya yang  fangirl dan emak2. Gimana mau rekomen. Kerjanya kapan orang begini.
love,Istri nya saya cantik sekali  yaa tuhan pesek sedikit  yaa hidungnya kamu sayang [USERNAME]
joy,Ketika ada kegiatan kantor di Pusat yang bertepatan pada rencana tanggal pulang itu artinya adalah tiket pulang gratis :) [URL]
anger,"Efek pintu tol slipi arah semanggi ditutup, macet parah di sini. Pak polisi bukan ngatur malah jagain jalur busway [USERNAME] [USERNAME] [USERNAME] [URL]"
sad,"Dulu saja  waktu jadi timses Jokowi, Anies di Banggakan. Sekarang giliran di dukung Oposisi pemerintah di hujat. #PolitikSubjektif [URL]"
fear,"[USERNAME] ingin sekali  icip icip sedikit  soal pasar modal. Tapi masih belum berani, efek ilmunya belum  banyak kali ya. Takut malah jatohnya jadi ""donasi"" bukan ""investasi"" hahaha"
joy,Wkwkw kalau  tanya  ke saya sih tak jawab santai. Tapi dengan tidak mengeluarkan komentar/pertanyaan begini dunia akan lebih indah
sad,"tidak juga dong mestinya bijak karena beliau itu orang2 hebat, sebagai tokoh yang tustas urusan kebutuhan ekonomi, namun sayangnya belum tentu menjadi orang-orang besar sekelas Gusdur apalagi Bung Karno, beliau2 ini sedang diuji karena sejarah mencatatnya [URL]"
love,"yang, saya saja  ingat  :"") malah kemarin  siapa yang ngajarin saya rap lagu ini? gatausih(?) tidak apa-apa saya tetap  sayang kok bri hehe"
fear,"Diri ini penakut, contohnya nonton film horor, balik2 gaberani sendirian, ke wc tidak bisa kalau  tidak ditemani  terus  suka parno sendiri hm sungguhku tak sanggup."
anger,kalau boleh jujur saya  kadang merasa  kesal  sama  itu org. tahu ko kalau memang cinta sangat  sama  w1 tapi tidak usah segitunya. Sungguh. benar-benar  tidak mau kalah sangat  sumpah.
fear,"[USERNAME] apakah hari ini nasib cash back saya Rp 50.000,- akan pending seperti yang sudah sudah? Mohon informasi nya. [URL]"
fear,"[USERNAME] kayak  tidak mkin harga segitu om..gw yakin di range 15jt an, cuma tidak lebih dari  20. habis liat reviewnya gadgetin..dan peminatnya mkin hanya sedikit..lagian game2 mobile tidak banyak  juga yang  bagus masih bisa dihitung jari..org normal mending beli PS4 atau build"
fear,ngeri sekali  banyak orang jahat di dunia. semoga mbavan nanti gede tidak jadi mirip  begitu  jahat terus tidak punya empati. mudah-mudahan jeleknya mbavan mentok sampai annoying saja  jangan sampai jadi jahat amin.
sad,[URL] Kabar duka datang dari ranah mode internasional. Desainer kondang Kate Spade tewas setelah gantung diri menggunakan scarf.
love,"Wahai Rosulullah, kamu telah ajarkan hidup ini untuk saling mengasihi ku tanamkan dalam hati ku amalkan sejak dini Engkaulah nabi pembawa cinta kamu bimbing menuju cinta."
joy,"Setelah seharian tanpa kabar, si Bapak tau2 malam-malam  telepon  hanya buat ngecek sudah tidur apa belum. bicara  ketawa2 sejam terus  pamit tidur. Padahal tadi nomornya sudah saya block terus  saya unblock gara2 tidak tega."
fear,"[USERNAME] [USERNAME] seram  sendiri, dulu mama ku yang  semangat suruh  behelan. pas dikasih tahu dokter begitu  mama langsung tidak mau lagi-.- takutnya ada efek gituu"
love,"Terimakasih ibu ,sudah mengajarkanku membagi cinta kasih untuk orang lain . Tanpa memandang dan membanding . Dan itu semua berjalan dengan baik seiring dengan doamu. Kubalas semua dengan tangis haru dipipimu nanti ."
joy,"Hari ini dengan riang gembira saya mulai mencuci celana jeansku yang tidak dicuci selama dua Minggu dengan gerakan sekali bilas. Kamu mau, kan, Maz, terima saya apa adanya. ^_^"
love,"Apa itu cinta? . Cinta... Adalah Ali, ketika dia berbaring tidur menggantikan Rasulullah Saw di kasur Nabi, padahal dia tahu bahwa sekelompok orang telah berkumpul untuk membunuh Rasulullah Saw, dia juga tahu bahwa dia mungkin saja tewas di kasur yang sama!! ."
fear,"saya pernah baca review film nya dimana yaa, pokoknya bersamaan  sama review film nya dewi persik wkwkwk, seram  anjir saya bacanya tidak mau nonton, saya  cupu [URL]"
love,Akhirnya bisa berfoto mesra dengan Jokowi. Dia memang sederhana dan baik hati. Pak Jokowi mendukung gempaliterasi GenerasiJaguar tur Sumatra. Dia menyambut kami di Bakahuni.
fear,"guys saya lagi deg degan parah, takut tidak bisa ambil 24sks smt ini, sudah tinggal 1 matkul lagi  yang  mau keluar tapi saya tidak yakin soalnya merasa  zonk sangat  dosen sama  uasnya biar tidak takut gimana ya kepikiran terus  tidak enak"
anger,"liat postingannya simba via ini yang  terbaru, kok netijennya jahat2 ih... Dibilang lebai lah vianya.... Cedih Woi cewek  baik"" kalau di dm yang  nga2 mah pasti marah lah"
love,"Wajar tidak kalau  cowok nangis gara-gara tahan  kangen? Soal nya tidak bisa sama sekali untuk ketemu hehe. Lebay tidak sih? tidak  dong, artinya itu sayang. tahan  kangen sampai nangis jarang sih saya ketemu yang kaya begitu  wkwk [URL]"
anger,"[USERNAME] Sudah, jawabannya sama, no HP/billing/NPWP dan lain tidak terdaftar. Bagaimana mungkin belum terdaftar wong saya mendaftar di kantor BPJSTK di Menara Jamsostek kok. Dan mengapa pakai tokopedia bisa? (Pakai tokopedia kena biaya admin)."
sad,"Tempat sampah made in Jerman itu oke kok, positif thnkng saja  Indonesia belum bisa bikin. Bus tongtong ganti scania juga pada suka  kan? yang  penting tidak dikorupsi ajasih."
fear,"Kemaren, pembagian nilai uts. Takut benar  saya tidak bisa imbangin pas uas. Kampus saya serem."
joy,"Akhirnya ada foto portrait wajahku, barusan saja  pas motret-motret di Tugu ketemu sama  bang ekopra.yogo Ahai.... @ Tugu, Yogyakarta, Indonesia"
anger,tidak pernah bikin status galau di ig.. sekalinya bikin banyak yang  kepoooo... pada  sotoyyy.. langsung  jadi  bahan gosip.. sok pangnyaho na weh.. kesal  efeklgdatengtamu
sad,doi liat tadinya mau di bersihin sama  doi tapi tidak-enak kali sama  yang lain
joy,"karena  orang(presiden kita jkw)ini memang dapat amanah buat mengerjakan ini,andai nyawa dia sendiri yang  dimintak oleh IBU PERTIWI agar bangsa ini maju,sejahtera dan Adil beliu pasti berikan.salam saya  buat saudara  yang  ada dipapua [USERNAME]"
joy,"with THE Girlfriend~ Maaf bang, dipinjem dulu si eneng. I need my long overdue dose of ""lexyness"" #dinnerdate"
love,"Pada saat dirimu masih seorang anak perempuan kecil. Papa biasanya mengajari putri kecilnya naik sepeda. Dan setelah papa menganggap mu bisa, papa akan melepas roda bantu sepeda mu. Kemudian mama bilang "" jangan dulu, jangan dilepas dulu roda bantunya"""
joy,[USERNAME] But what makes me liking blink so much itu gara gara muka mereka beda beda dan gampang di hafal + most of them are lulusan idola cilik.
joy,"Bagaimana mungkin sebuah pondok pesantren dapat hidup dengan aman dan nyaman di tengah masyarakat yang mayoritas penduduknya penganut agama Hindu? Ini semua telah mendorong sinergi alami antara agama, toleransi, dan demokrasi di Indonesia,"" kata dia. #Jokowi2Periode"
joy,saya coba dengerin album2nya ya. terus  jatuh  cinta dong sama sealbum identify!!! abis itu saya mulai lah nonton jaman2 debut-ssi nya. nAAAH 2 bulan setelah belajar dikit. COMEBACK JUST RIGHT.
love,"Namanya juga sudah sayang, mau disakitin kaya gimana juga tetap  saja  maafin. :')"
sad,"[USERNAME] peng saya stalk akun twitternya juned dan memori SMA benar2 kayak  otomatically re-play in my brain.... kangen kalian kangen [USERNAME] dan isinya, kangen tertawa  ketiwi di kantin terus  nongkrong di rumah delima atau ke rumah msg2 anggota buat mak"
love,"Jeno kenapa ganteng sekali  ya, saya terpesona"
fear,"Sebelnya kalau  sudah anxiety tuh tbtb sakit perut, mual, panik, takut, merasa  sendiri, sedih. Padahal yang saya hadepin bukan apa apa, tapi selalu anxiety duluan kenapa sih. capai  lho."
anger,Pak gubernur [USERNAME] dan [USERNAME] di sini di depan [USERNAME] selalu macet setiap sore. Tolong pak di evaluasi. [URL]
love,"selamat malam, sayang jangan lupa ingatan, lupakan mantan saja gimana? jangan lupa nafas, sambil sebut namaku juga boleh~ jangan lupa minum air putih, karena me-rasa sesekali juga menguras tenaga yang selamat malam"
sad,"Seperti katak dalam tempurung, kepercayaan tinggi terhadap hegemoni ilmu sains dan teknologi sebagai solusi pragmatis apolitis dari beragam permasalahan di Indonesia, adalah suatu bentuk dogma Sila google 'scientism' Sila google 'arogansi alumni ITB' Eh"
anger,"Yallah... yaallah... saya mau scrolling ig saja  ngelag, kea buka pakai  internet explorer saja  sudah ah. Kok saya akhir2 ini banyak merasakan ketidakstabilan sistem ig yah... ntut amat bicara  apaan saya"
love,"Semoga kita semakin terdorong untuk berniat menyemai cinta di rumah rumah kita.... agar Allah hantar diri kita kepada kebahagiaan hakiki yang hanya ada jika dekat dengan Allah Subhanahu saya Ta'ala... ""... [URL]"
joy,"acuhkan saja  orang yang  berkomentar seperti itu, team T adalah team penuh dengan  member yang  bakal memberikan sinar kedepan buat jeikeitei, mereka itu kuat tangguh dan penuh warna. Percaya kelak team T akan berkembang jika bersama sama support antar anggota team. Kompak! [USERNAME]"
love,"[Satu menit kemudian] Ternyata bukan dari satu menit yang  lalu, tapi sejak dua hari yang lalu saya sudah jatuh cinta sama lu... Salah sapa coba?"
love,tidak bisa dideskripsikan lah pokoknya bagaikan kasih sayang ibu ke anak-anaknya....... padahal  saya belum  punya anak.. belum  nikah juga si.. pacar saja  juga gada.... pokoknya sayang anak-anakku semua
sad,"Tiga TV series yang belum selesai  ditonton, belasan buku belum terbaca, dan puluhan folder film belum tonton di flash disk. Jangan lupa tumpukan baju bersih yang belum diseterika, Yan. #kosanlyfe"
love,O2. Good Morning - Kassy tidak MAU tahu POKOKNYA INI ENAK PARAH. saya CINTA KASSY. SEMUA LAGU KASSY ENAK ENAK GUYS AYO DENGERIN [URL]
fear,cara jawab curhatan orang depresi gimana yaa saya takut omongan saya salah saya tidak tahu harus  gimana tapi kalau  saya diam  saja  dikira tidak kasih  solusi apa apaa saya benar-benar  gmarahti harus jawab apaa ini cuma bisa kasihan  dia tertekan sekali 
fear,"Baca2 tentang vaksin di akun ini kok seram  kali yaa. Ayuka vaksin terus sesuai jadwal padahal. Tapi kalau  kandungan vaksin semenyeramkan yang  dijabarkan di akun ini, kok was was jg. Tega kali orang2 di belakang... [URL]"
fear,Wah saya tidak ikuti. 3 hari belakangan ini saya  sibuk melayani umat (Hindu). Bagus juga Hindu sebagai agama tidak usah dibawa2 ke politik. Umatnya secara pribadi boleh saja  main politik. [URL]
joy,"tapiii, pokoknya  tetap  jadi abang yang  baik ya!!! walaupun dingin jutek begitu  tapi dalam  hati pasti sayang sangat  tuh sama saya . pokoknya  intinya HBDDDDD ma brooo"
sad,"National Monument . Monas, hanya bejarak sekian ratus meter dan terlihat setiap hari dari kantor tapi menyentuh dinding pagarnya pun belum pernah ...."
love,"Selamat Ulang Tahun Yaa Istriku Semoga Sehat Dan Panjang Umur Selalu ,, Semakin Di Beri Kesabaran Dan Selalu Tulus Merawat Kedua Anak Kita ... cinta kamu"
love,"bukan cuma itu kita sering bicara  , ""nge-Receh"" bareng, buat Riddle, main tatap2an, mengerjakan  PR di kelas bareng, tuker pikiran, dan saya  pun tahu sisi gelapnya dia. it's feel's lyk i found the other side of him self. beda dari dia yang saya  kenal dulu."
joy,"sudah tidak sabar nunggu perhelatan #InternationalGamelanFestival2018 . Solo sedang bersiap menerima kedatangan lebih  dari  50 kelompok gamelan dari dalam & luar negeri, dalam  pergelaran IGF 2018 yang  diadakan 9-16 Agustus 2018"
anger,"Jadi nomor yang hangus itu tidak bisa dipakai lagi atau disetting kembali di kartu baru min? *Maap nah min, masih kekeh pertanyaannya* [USERNAME]"
